146,Pond11Fish6_FishLatency,5.454545455
147,Pond11Fish6_CatchTime,1.002
148,Pond11Fish6_PondTime,45.522
149,Pond11Fish6_PondOutcome,60
150,Pond11Fish6_TotalOutcome,60
151,Pond11Fish6_TimeLeft,1156.877
152,Type,RT
153,FishN,16
154,Fish,7
155,Pond11Fish7_FishType,purple
156,Pond11Fish7_FishLatency,6
157,Pond11Fish7_CatchTime,0.771
158,Pond11Fish7_PondTime,54.56
159,Pond11Fish7_PondOutcome,70
160,Pond11Fish7_TotalOutcome,70
161,Pond11Fish7_TimeLeft,1147.839
162,Type,RT
163,FishN,16
164,Fish,8
165,Pond11Fish8_FishType,purple
166,Pond11Fish8_FishLatency,6.666666667
167,Pond11Fish8_CatchTime,0.768
168,Pond11Fish8_PondTime,64.431
169,Pond11Fish8_PondOutcome,80
170,Pond11Fish8_TotalOutcome,80
171,Pond11Fish8_TimeLeft,1137.968
172,Type,RT
173,FishN,16
174,Fish,9
175,Pond11Fish9_FishType,purple
176,Pond11Fish9_FishLatency,7.5
177,Pond11Fish9_CatchTime,0.881
178,Pond11Fish9_PondTime,75.369
179,Pond11Fish9_PondOutcome,90
180,Pond11Fish9_TotalOutcome,90
181,Pond11Fish9_TimeLeft,1127.03
182,PondEnd_LastFish,9
183,FishN,16
184,Type,RT
185,GiveUpTime,0.765
186,PondTime,87.482
187,TimeLeft,1114.414
188,PondOutcome,90
189,TotalOutcome,90
190,PondStart,PondStart
191,PondIntroTime,19.45473384
192,Type,RT
193,FishN,16
194,Fish,1
195,Pond9Fish1_FishType,purple
196,Pond9Fish1_FishLatency,5
197,Pond9Fish1_CatchTime,0.906
198,Pond9Fish1_PondTime,9.737
199,Pond9Fish1_PondOutcome,10
200,Pond9Fish1_TotalOutcome,100
201,Pond9Fish1_TimeLeft,1084.599
202,Type,RT
203,FishN,12
204,Fish,2
205,Pond9Fish2_FishType,golden
206,Pond9Fish2_FishLatency,5.454545455
207,Pond9Fish2_CatchTime,0.961
208,Pond9Fish2_PondTime,18.11
209,Pond9Fish2_PondOutcome,30
210,Pond9Fish2_TotalOutcome,120
211,Pond9Fish2_TimeLeft,1076.226
212,Type,RT
213,FishN,12
214,Fish,3
215,Pond9Fish3_FishType,purple
216,Pond9Fish3_FishLatency,6
217,Pond9Fish3_CatchTime,0.835
218,Pond9Fish3_PondTime,27.149
219,Pond9Fish3_PondOutcome,40
220,Pond9Fish3_TotalOutcome,130
221,Pond9Fish3_TimeLeft,1067.187
222,Type,RT
223,FishN,12
224,Fish,4
225,Pond9Fish4_FishType,purple
226,Pond9Fish4_FishLatency,6.666666667
227,Pond9Fish4_CatchTime,0.762
228,Pond9Fish4_PondTime,37.036
229,Pond9Fish4_PondOutcome,50
230,Pond9Fish4_TotalOutcome,140
231,Pond9Fish4_TimeLeft,1057.3
232,Type,RT
233,FishN,12
234,Fish,5
235,Pond9Fish5_FishType,purple
236,Pond9Fish5_FishLatency,7.5
237,Pond9Fish5_CatchTime,1.135
238,Pond9Fish5_PondTime,47.98
239,Pond9Fish5_PondOutcome,60
240,Pond9Fish5_TotalOutcome,150
241,Pond9Fish5_TimeLeft,1046.356
242,Type,RT
243,FishN,12
244,Fish,6
245,Pond9Fish6_FishType,purple
246,Pond9Fish6_FishLatency,8.571428571
247,Pond9Fish6_CatchTime,1.131
248,Pond9Fish6_PondTime,60.365
249,Pond9Fish6_PondOutcome,70
250,Pond9Fish6_TotalOutcome,160
251,Pond9Fish6_TimeLeft,1033.971
252,Type,RT
253,FishN,12
254,Fish,7
255,Pond9Fish7_FishType,purple
256,Pond9Fish7_FishLatency,10
257,Pond9Fish7_CatchTime,0.887
258,Pond9Fish7_PondTime,74.737
259,Pond9Fish7_PondOutcome,80
260,Pond9Fish7_TotalOutcome,170
261,Pond9Fish7_TimeLeft,1019.599
262,Type,RT
263,FishN,12
264,Fish,8
265,Pond9Fish8_FishType,purple
266,Pond9Fish8_FishLatency,12
267,Pond9Fish8_CatchTime,1.753
268,Pond9Fish8_PondTime,92.186
269,Pond9Fish8_PondOutcome,90
270,Pond9Fish8_TotalOutcome,180
271,Pond9Fish8_TimeLeft,1002.15
272,PondEnd_LastFish,8
273,FishN,12
274,Type,RT
275,GiveUpTime,0.908
276,PondTime,92.992
277,TimeLeft,1000.841
278,PondOutcome,90
279,TotalOutcome,180
280,PondStart,PondStart
281,PondIntroTime,15.07339949
282,Type,RD
283,FishN,12
284,Fish,1
285,Pond2Fish1_FishType,blue
286,Pond2Fish1_FishLatency,3.333333333
287,Pond2Fish1_CatchTime,1.047
288,Pond2Fish1_PondTime,7.822
289,Pond2Fish1_PondOutcome,12
290,Pond2Fish1_TotalOutcome,192
291,Pond2Fish1_TimeLeft,977.318
292,Type,RD
293,FishN,18.0000000018
294,Fish,2
295,Pond2Fish2_FishType,blue
296,Pond2Fish2_FishLatency,3.529411765
297,Pond2Fish2_CatchTime,1.003
298,Pond2Fish2_PondTime,13.951
299,Pond2Fish2_PondOutcome,24
300,Pond2Fish2_TotalOutcome,204
301,Pond2Fish2_TimeLeft,971.189
302,Type,RD
303,FishN,18.0000000018
304,Fish,3
305,Pond2Fish3_FishType,blue
306,Pond2Fish3_FishLatency,3.75
307,Pond2Fish3_CatchTime,1.059
308,Pond2Fish3_PondTime,20.323
309,Pond2Fish3_PondOutcome,36
310,Pond2Fish3_TotalOutcome,216
311,Pond2Fish3_TimeLeft,964.817
312,Type,RD
313,FishN,18.0000000018
314,Fish,4
315,Pond2Fish4_FishType,blue
316,Pond2Fish4_FishLatency,4
317,Pond2Fish4_CatchTime,0.884
318,Pond2Fish4_PondTime,26.995
319,Pond2Fish4_PondOutcome,48
320,Pond2Fish4_TotalOutcome,228
321,Pond2Fish4_TimeLeft,958.145
322,Type,RD
323,FishN,18.0000000018
324,Fish,5
325,Pond2Fish5_FishType,blue
326,Pond2Fish5_FishLatency,4.285714286
327,Pond2Fish5_CatchTime,1.096
328,Pond2Fish5_PondTime,33.994
329,Pond2Fish5_PondOutcome,60
330,Pond2Fish5_TotalOutcome,240
331,Pond2Fish5_TimeLeft,951.146
332,Type,RD
333,FishN,18.0000000018
334,Fish,6
335,Pond2Fish6_FishType,blue
336,Pond2Fish6_FishLatency,4.615384615
337,Pond2Fish6_CatchTime,0.959
338,Pond2Fish6_PondTime,41.372
339,Pond2Fish6_PondOutcome,72
340,Pond2Fish6_TotalOutcome,252
341,Pond2Fish6_TimeLeft,943.768
342,Type,RD
343,FishN,18.0000000018
344,Fish,7
345,Pond2Fish7_FishType,blue
346,Pond2Fish7_FishLatency,5
347,Pond2Fish7_CatchTime,0.899
348,Pond2Fish7_PondTime,49.208
349,Pond2Fish7_PondOutcome,84
350,Pond2Fish7_TotalOutcome,264
351,Pond2Fish7_TimeLeft,935.932
352,Type,RD
353,FishN,18.0000000018
354,Fish,8
355,Pond2Fish8_FishType,blue
356,Pond2Fish8_FishLatency,5.454545455
357,Pond2Fish8_CatchTime,0.904
358,Pond2Fish8_PondTime,57.595
359,Pond2Fish8_PondOutcome,96
360,Pond2Fish8_TotalOutcome,276
361,Pond2Fish8_TimeLeft,927.545
362,Type,RD
363,FishN,18.0000000018
364,Fish,9
365,Pond2Fish9_FishType,blue
366,Pond2Fish9_FishLatency,6
367,Pond2Fish9_CatchTime,0.818
368,Pond2Fish9_PondTime,66.648
369,Pond2Fish9_PondOutcome,108
370,Pond2Fish9_TotalOutcome,288
371,Pond2Fish9_TimeLeft,918.492
372,Type,RD
373,FishN,18.0000000018
374,Fish,10
375,Pond2Fish10_FishType,blue
376,Pond2Fish10_FishLatency,6.666666667
377,Pond2Fish10_CatchTime,1.027
378,Pond2Fish10_PondTime,76.537
379,Pond2Fish10_PondOutcome,120
380,Pond2Fish10_TotalOutcome,300
381,Pond2Fish10_TimeLeft,908.603
382,Type,RD
383,FishN,18.0000000018
384,Fish,11
385,Pond2Fish11_FishType,blue
386,Pond2Fish11_FishLatency,7.5
387,Pond2Fish11_CatchTime,1.091
388,Pond2Fish11_PondTime,87.484
389,Pond2Fish11_PondOutcome,132
390,Pond2Fish11_TotalOutcome,312
391,Pond2Fish11_TimeLeft,897.656
392,Type,RD
393,FishN,18.0000000018
394,Fish,12
395,Pond2Fish12_FishType,blue
396,Pond2Fish12_FishLatency,8.571428571
397,Pond2Fish12_CatchTime,0.705
398,Pond2Fish12_PondTime,99.862
399,Pond2Fish12_PondOutcome,144
400,Pond2Fish12_TotalOutcome,324
401,Pond2Fish12_TimeLeft,885.278
402,PondEnd_LastFish,12
403,FishN,18.0000000018
404,Type,RD
405,GiveUpTime,0.552
406,PondTime,113.775
407,TimeLeft,870.863
408,PondOutcome,144
409,TotalOutcome,324
410,PondStart,PondStart
411,PondIntroTime,11.61234953
412,Type,RD
413,FishN,18.0000000018
414,Fish,1
415,Pond3Fish1_FishType,gray
416,Pond3Fish1_FishLatency,4.285714286
417,Pond3Fish1_CatchTime,0.822
418,Pond3Fish1_PondTime,8.916
419,Pond3Fish1_PondOutcome,2
420,Pond3Fish1_TotalOutcome,326
421,Pond3Fish1_TimeLeft,849.707
422,Type,RD
423,FishN,13.999999999066667
424,Fish,2
425,Pond3Fish2_FishType,blue
426,Pond3Fish2_FishLatency,4.615384615
427,Pond3Fish2_CatchTime,0.793
428,Pond3Fish2_PondTime,16.296
429,Pond3Fish2_PondOutcome,14
430,Pond3Fish2_TotalOutcome,338
431,Pond3Fish2_TimeLeft,842.327
432,Type,RD
433,FishN,13.999999999066667
434,Fish,3
435,Pond3Fish3_FishType,blue
436,Pond3Fish3_FishLatency,5
437,Pond3Fish3_CatchTime,0.901
438,Pond3Fish3_PondTime,24.125
439,Pond3Fish3_PondOutcome,26
440,Pond3Fish3_TotalOutcome,350
441,Pond3Fish3_TimeLeft,834.498
442,Type,RD
443,FishN,13.999999999066667
444,Fish,4
445,Pond3Fish4_FishType,blue
446,Pond3Fish4_FishLatency,5.454545455
447,Pond3Fish4_CatchTime,0.694
448,Pond3Fish4_PondTime,32.493
449,Pond3Fish4_PondOutcome,38
450,Pond3Fish4_TotalOutcome,362
451,Pond3Fish4_TimeLeft,826.13
452,Type,RD
453,FishN,13.999999999066667
454,Fish,5
455,Pond3Fish5_FishType,blue
456,Pond3Fish5_FishLatency,6
457,Pond3Fish5_CatchTime,0.595
458,Pond3Fish5_PondTime,41.538
459,Pond3Fish5_PondOutcome,50
460,Pond3Fish5_TotalOutcome,374
461,Pond3Fish5_TimeLeft,817.085
462,Type,RD
463,FishN,13.999999999066667
464,Fish,6
465,Pond3Fish6_FishType,blue
466,Pond3Fish6_FishLatency,6.666666667
467,Pond3Fish6_CatchTime,0.647
468,Pond3Fish6_PondTime,51.428
469,Pond3Fish6_PondOutcome,62
470,Pond3Fish6_TotalOutcome,386
471,Pond3Fish6_TimeLeft,807.195
472,Type,RD
473,FishN,13.999999999066667
474,Fish,7
475,Pond3Fish7_FishType,blue
476,Pond3Fish7_FishLatency,7.5
477,Pond3Fish7_CatchTime,0.712
478,Pond3Fish7_PondTime,62.387
479,Pond3Fish7_PondOutcome,74
480,Pond3Fish7_TotalOutcome,398
481,Pond3Fish7_TimeLeft,796.236
482,Type,RD
483,FishN,13.999999999066667
484,Fish,8
485,Pond3Fish8_FishType,blue
486,Pond3Fish8_FishLatency,8.571428571
487,Pond3Fish8_CatchTime,1.037
488,Pond3Fish8_PondTime,74.759
489,Pond3Fish8_PondOutcome,86
490,Pond3Fish8_TotalOutcome,410
491,Pond3Fish8_TimeLeft,783.864
492,PondEnd_LastFish,8
493,FishN,13.999999999066667
494,Type,RD
495,GiveUpTime,0.555
496,PondTime,88.79
497,TimeLeft,769.331
498,PondOutcome,86
499,TotalOutcome,410
500,PondStart,PondStart
501,PondIntroTime,12.18013535
502,Type,RD
503,FishN,13.999999999066667
504,Fish,1
505,Pond6Fish1_FishType,blue
506,Pond6Fish1_FishLatency,4.615384615
507,Pond6Fish1_CatchTime,0.786
508,Pond6Fish1_PondTime,9.287
509,Pond6Fish1_PondOutcome,12
510,Pond6Fish1_TotalOutcome,422
511,Pond6Fish1_TimeLeft,747.235
512,Type,RD
513,FishN,13.000000001083334
514,Fish,2
515,Pond6Fish2_FishType,blue
516,Pond6Fish2_FishLatency,5
517,Pond6Fish2_CatchTime,0.642
518,Pond6Fish2_PondTime,17.118
519,Pond6Fish2_PondOutcome,24
520,Pond6Fish2_TotalOutcome,434
521,Pond6Fish2_TimeLeft,739.404
522,Type,RD
523,FishN,13.000000001083334
524,Fish,3
525,Pond6Fish3_FishType,blue
526,Pond6Fish3_FishLatency,5.454545455
527,Pond6Fish3_CatchTime,0.535
528,Pond6Fish3_PondTime,25.508
529,Pond6Fish3_PondOutcome,36
530,Pond6Fish3_TotalOutcome,446
531,Pond6Fish3_TimeLeft,731.014
532,Type,RD
533,FishN,13.000000001083334
534,Fish,4
535,Pond6Fish4_FishType,blue
536,Pond6Fish4_FishLatency,6
537,Pond6Fish4_CatchTime,0.784
538,Pond6Fish4_PondTime,34.547
539,Pond6Fish4_PondOutcome,48
540,Pond6Fish4_TotalOutcome,458
541,Pond6Fish4_TimeLeft,721.975
542,Type,RD
543,FishN,13.000000001083334
544,Fish,5
545,Pond6Fish5_FishType,blue
546,Pond6Fish5_FishLatency,6.666666667
547,Pond6Fish5_CatchTime,0.877
548,Pond6Fish5_PondTime,44.432
549,Pond6Fish5_PondOutcome,60
550,Pond6Fish5_TotalOutcome,470
551,Pond6Fish5_TimeLeft,712.09
552,Type,RD
553,FishN,13.000000001083334
554,Fish,6
555,Pond6Fish6_FishType,blue
556,Pond6Fish6_FishLatency,7.5
557,Pond6Fish6_CatchTime,0.673
558,Pond6Fish6_PondTime,55.368
559,Pond6Fish6_PondOutcome,72
560,Pond6Fish6_TotalOutcome,482
561,Pond6Fish6_TimeLeft,701.154
562,Type,RD
563,FishN,13.000000001083334
564,Fish,7
565,Pond6Fish7_FishType,blue
566,Pond6Fish7_FishLatency,8.571428571
567,Pond6Fish7_CatchTime,0.765
568,Pond6Fish7_PondTime,67.736
569,Pond6Fish7_PondOutcome,84
570,Pond6Fish7_TotalOutcome,494
571,Pond6Fish7_TimeLeft,688.786
572,PondEnd_LastFish,7
573,FishN,13.000000001083334
574,Type,RD
575,GiveUpTime,0.449
576,PondTime,81.428
577,TimeLeft,674.591
578,PondOutcome,84
579,TotalOutcome,494
580,PondStart,PondStart
581,PondIntroTime,10.47503537
582,Type,RT
583,FishN,13.000000001083334
584,Fish,1
585,Pond10Fish1_FishType,purple
586,Pond10Fish1_FishLatency,4.285714286
587,Pond10Fish1_CatchTime,0.881
588,Pond10Fish1_PondTime,8.903
589,Pond10Fish1_PondOutcome,10
590,Pond10Fish1_TotalOutcome,504
591,Pond10Fish1_TimeLeft,654.581
592,Type,RT
593,FishN,13.999999999066667
594,Fish,2
595,Pond10Fish2_FishType,purple
596,Pond10Fish2_FishLatency,4.615384615
597,Pond10Fish2_CatchTime,0.945
598,Pond10Fish2_PondTime,16.287
599,Pond10Fish2_PondOutcome,20
600,Pond10Fish2_TotalOutcome,514
601,Pond10Fish2_TimeLeft,647.197
602,Type,RT
603,FishN,13.999999999066667
604,Fish,3
605,Pond10Fish3_FishType,purple
606,Pond10Fish3_FishLatency,5
607,Pond10Fish3_CatchTime,0.983
608,Pond10Fish3_PondTime,24.117
609,Pond10Fish3_PondOutcome,30
610,Pond10Fish3_TotalOutcome,524
611,Pond10Fish3_TimeLeft,639.367
612,Type,RT
613,FishN,13.999999999066667
614,Fish,4
615,Pond10Fish4_FishType,purple
616,Pond10Fish4_FishLatency,5.454545455
617,Pond10Fish4_CatchTime,0.672
618,Pond10Fish4_PondTime,32.488
619,Pond10Fish4_PondOutcome,40
620,Pond10Fish4_TotalOutcome,534
621,Pond10Fish4_TimeLeft,630.996
622,Type,RT
623,FishN,13.999999999066667
624,Fish,5
625,Pond10Fish5_FishType,purple
626,Pond10Fish5_FishLatency,6
627,Pond10Fish5_CatchTime,0.826
628,Pond10Fish5_PondTime,41.523
629,Pond10Fish5_PondOutcome,50
630,Pond10Fish5_TotalOutcome,544
631,Pond10Fish5_TimeLeft,621.96
632,Type,RT
633,FishN,13.999999999066667
634,Fish,6
635,Pond10Fish6_FishType,purple
636,Pond10Fish6_FishLatency,6.666666667
637,Pond10Fish6_CatchTime,1.345
638,Pond10Fish6_PondTime,51.411
639,Pond10Fish6_PondOutcome,60
640,Pond10Fish6_TotalOutcome,554
641,Pond10Fish6_TimeLeft,612.073
642,Type,RT
643,FishN,13.999999999066667
644,Fish,7
645,Pond10Fish7_FishType,purple
646,Pond10Fish7_FishLatency,7.5
647,Pond10Fish7_CatchTime,1.07
648,Pond10Fish7_PondTime,62.36
649,Pond10Fish7_PondOutcome,70
650,Pond10Fish7_TotalOutcome,564
651,Pond10Fish7_TimeLeft,601.124
652,Type,RT
653,FishN,13.999999999066667
654,Fish,8
655,Pond10Fish8_FishType,purple
656,Pond10Fish8_FishLatency,8.571428571
657,Pond10Fish8_CatchTime,1.515
658,Pond10Fish8_PondTime,74.719
659,Pond10Fish8_PondOutcome,80
660,Pond10Fish8_TotalOutcome,574
661,Pond10Fish8_TimeLeft,588.765
662,Type,RT
663,FishN,13.999999999066667
664,Fish,9
665,Pond10Fish9_FishType,purple
666,Pond10Fish9_FishLatency,10
667,Pond10Fish9_CatchTime,0.986
668,Pond10Fish9_PondTime,89.078
669,Pond10Fish9_PondOutcome,90
670,Pond10Fish9_TotalOutcome,584
671,Pond10Fish9_TimeLeft,574.406
672,PondEnd_LastFish,9
673,FishN,13.999999999066667
674,Type,RT
675,GiveUpTime,0.445
676,PondTime,106.014
677,TimeLeft,556.967
678,PondOutcome,90
679,TotalOutcome,584
680,PondStart,PondStart
681,PondIntroTime,18.44257118
682,Type,RT
683,FishN,13.999999999066667
684,Fish,1
685,Pond7Fish1_FishType,purple
686,Pond7Fish1_FishLatency,4.285714286
687,Pond7Fish1_CatchTime,0.922
688,Pond7Fish1_PondTime,8.915
689,Pond7Fish1_PondOutcome,10
690,Pond7Fish1_TotalOutcome,594
691,Pond7Fish1_TimeLeft,529.001
692,Type,RT
693,FishN,13.999999999066667
694,Fish,2
695,Pond7Fish2_FishType,purple
696,Pond7Fish2_FishLatency,4.615384615
697,Pond7Fish2_CatchTime,0.956
698,Pond7Fish2_PondTime,16.3
699,Pond7Fish2_PondOutcome,20
700,Pond7Fish2_TotalOutcome,604
701,Pond7Fish2_TimeLeft,521.616
702,Type,RT
703,FishN,13.999999999066667
704,Fish,3
705,Pond7Fish3_FishType,purple
706,Pond7Fish3_FishLatency,5
707,Pond7Fish3_CatchTime,0.818
708,Pond7Fish3_PondTime,24.129
709,Pond7Fish3_PondOutcome,30
710,Pond7Fish3_TotalOutcome,614
711,Pond7Fish3_TimeLeft,513.787
712,Type,RT
713,FishN,13.999999999066667
714,Fish,4
715,Pond7Fish4_FishType,purple
716,Pond7Fish4_FishLatency,5.454545455
717,Pond7Fish4_CatchTime,0.834
718,Pond7Fish4_PondTime,32.504
719,Pond7Fish4_PondOutcome,40
720,Pond7Fish4_TotalOutcome,624
721,Pond7Fish4_TimeLeft,505.412
722,Type,RT
723,FishN,13.999999999066667
724,Fish,5
725,Pond7Fish5_FishType,purple
726,Pond7Fish5_FishLatency,6
727,Pond7Fish5_CatchTime,0.68
728,Pond7Fish5_PondTime,41.542
729,Pond7Fish5_PondOutcome,50
730,Pond7Fish5_TotalOutcome,634
731,Pond7Fish5_TimeLeft,496.374
732,Type,RT
733,FishN,13.999999999066667
734,Fish,6
735,Pond7Fish6_FishType,purple
736,Pond7Fish6_FishLatency,6.666666667
737,Pond7Fish6_CatchTime,0.851
738,Pond7Fish6_PondTime,51.426
739,Pond7Fish6_PondOutcome,60
740,Pond7Fish6_TotalOutcome,644
741,Pond7Fish6_TimeLeft,486.49
742,Type,RT
743,FishN,13.999999999066667
744,Fish,7
745,Pond7Fish7_FishType,purple
746,Pond7Fish7_FishLatency,7.5
747,Pond7Fish7_CatchTime,0.974
748,Pond7Fish7_PondTime,62.373
749,Pond7Fish7_PondOutcome,70
750,Pond7Fish7_TotalOutcome,654
751,Pond7Fish7_TimeLeft,475.543
752,Type,RT
753,FishN,13.999999999066667
754,Fish,8
755,Pond7Fish8_FishType,purple
756,Pond7Fish8_FishLatency,8.571428571
757,Pond7Fish8_CatchTime,0.87
758,Pond7Fish8_PondTime,74.756
759,Pond7Fish8_PondOutcome,80
760,Pond7Fish8_TotalOutcome,664
761,Pond7Fish8_TimeLeft,463.16
762,Type,RT
763,FishN,13.999999999066667
764,Fish,9
765,Pond7Fish9_FishType,purple
766,Pond7Fish9_FishLatency,10
767,Pond7Fish9_CatchTime,1.196
768,Pond7Fish9_PondTime,89.136
769,Pond7Fish9_PondOutcome,90
770,Pond7Fish9_TotalOutcome,674
771,Pond7Fish9_TimeLeft,448.78
772,Type,RT
773,FishN,13.999999999066667
774,Fish,10
775,Pond7Fish10_FishType,golden
776,Pond7Fish10_FishLatency,12
777,Pond7Fish10_CatchTime,0.752
778,Pond7Fish10_PondTime,106.5
779,Pond7Fish10_PondOutcome,110
780,Pond7Fish10_TotalOutcome,694
781,Pond7Fish10_TimeLeft,431.416
782,PondEnd_LastFish,10
783,FishN,13.999999999066667
784,Type,RT
785,GiveUpTime,0.393
786,PondTime,128.374
787,TimeLeft,409.04
788,PondOutcome,110
789,TotalOutcome,694
790,PondStart,PondStart
791,PondIntroTime,14.20427121
792,Type,RT
793,FishN,13.999999999066667
794,Fish,1
795,Pond4Fish1_FishType,purple
796,Pond4Fish1_FishLatency,4.285714286
797,Pond4Fish1_CatchTime,1.272
798,Pond4Fish1_PondTime,8.899
799,Pond4Fish1_PondOutcome,10
800,Pond4Fish1_TotalOutcome,704
801,Pond4Fish1_TimeLeft,385.304
802,Type,RT
803,FishN,13.999999999066667
804,Fish,2
805,Pond4Fish2_FishType,purple
806,Pond4Fish2_FishLatency,4.615384615
807,Pond4Fish2_CatchTime,0.789
808,Pond4Fish2_PondTime,16.278
809,Pond4Fish2_PondOutcome,20
810,Pond4Fish2_TotalOutcome,714
811,Pond4Fish2_TimeLeft,377.925
812,Type,RT
813,FishN,13.999999999066667
814,Fish,3
815,Pond4Fish3_FishType,purple
816,Pond4Fish3_FishLatency,5
817,Pond4Fish3_CatchTime,0.836
818,Pond4Fish3_PondTime,24.106
819,Pond4Fish3_PondOutcome,30
820,Pond4Fish3_TotalOutcome,724
821,Pond4Fish3_TimeLeft,370.097
822,Type,RT
823,FishN,13.999999999066667
824,Fish,4
825,Pond4Fish4_FishType,purple
826,Pond4Fish4_FishLatency,5.454545455
827,Pond4Fish4_CatchTime,0.723
828,Pond4Fish4_PondTime,32.477
829,Pond4Fish4_PondOutcome,40
830,Pond4Fish4_TotalOutcome,734
831,Pond4Fish4_TimeLeft,361.726
832,Type,RT
833,FishN,13.999999999066667
834,Fish,5
835,Pond4Fish5_FishType,purple
836,Pond4Fish5_FishLatency,6
837,Pond4Fish5_CatchTime,1.037
838,Pond4Fish5_PondTime,41.529
839,Pond4Fish5_PondOutcome,50
840,Pond4Fish5_TotalOutcome,744
841,Pond4Fish5_TimeLeft,352.674
842,Type,RT
843,FishN,13.999999999066667
844,Fish,6
845,Pond4Fish6_FishType,purple
846,Pond4Fish6_FishLatency,6.666666667
847,Pond4Fish6_CatchTime,1.697
848,Pond4Fish6_PondTime,51.403
849,Pond4Fish6_PondOutcome,60
850,Pond4Fish6_TotalOutcome,754
851,Pond4Fish6_TimeLeft,342.8
852,Type,RT
853,FishN,13.999999999066667
854,Fish,7
855,Pond4Fish7_FishType,purple
856,Pond4Fish7_FishLatency,7.5
857,Pond4Fish7_CatchTime,1.827
858,Pond4Fish7_PondTime,62.484
859,Pond4Fish7_PondOutcome,70
860,Pond4Fish7_TotalOutcome,764
861,Pond4Fish7_TimeLeft,331.719
862,Type,RT
863,FishN,13.999999999066667
864,Fish,8
865,Pond4Fish8_FishType,purple
866,Pond4Fish8_FishLatency,8.571428571
