,taly3
Pond6Fish5_FishType,green
Pond6Fish5_FishLatency,4.285714285714286
Pond6Fish5_CatchTime,-1
Pond6Fish5_GiveUpTime,-1
Pond6Fish5_PondTime,8.783
Pond6Fish5_PondOutcome,44
Pond6Fish5_TotalOutcome,55
Pond6Fish5_TimeLeft,1116.557
Pond6_Type,N
Pond6Fish6_FishType,green
Pond6Fish6_FishLatency,4.615384615384615
Pond6Fish6_CatchTime,-1
Pond6Fish6_GiveUpTime,1.062
Pond6Fish6_PondTime,7.833
Pond6Fish6_PondOutcome,44
Pond6Fish6_TotalOutcome,55
Pond6Fish6_TimeLeft,1108.724
Pond3IntroTime,11.122779650613666
Pond3_Type,N
Pond3Fish1_FishType,green
Pond3Fish1_FishLatency,3.1578947368421053
Pond3Fish1_CatchTime,0.818
Pond3Fish1_GiveUpTime,-1
Pond3Fish1_PondTime,22.118
Pond3Fish1_PondOutcome,11
Pond3Fish1_TotalOutcome,66
Pond3Fish1_TimeLeft,1086.606
Pond3_Type,N
Pond3Fish2_FishType,green
Pond3Fish2_FishLatency,3.3333333333333335
Pond3Fish2_CatchTime,1.16
Pond3Fish2_GiveUpTime,-1
Pond3Fish2_PondTime,7.632
Pond3Fish2_PondOutcome,22
Pond3Fish2_TotalOutcome,77
Pond3Fish2_TimeLeft,1078.974
Pond3_Type,N
Pond3Fish3_FishType,green
Pond3Fish3_FishLatency,3.5294117647058822
Pond3Fish3_CatchTime,1.455
Pond3Fish3_GiveUpTime,-1
Pond3Fish3_PondTime,7.861
Pond3Fish3_PondOutcome,33
Pond3Fish3_TotalOutcome,88
Pond3Fish3_TimeLeft,1071.113
Pond3_Type,N
Pond3Fish4_FishType,green
Pond3Fish4_FishLatency,3.75
Pond3Fish4_CatchTime,1.395
Pond3Fish4_GiveUpTime,-1
Pond3Fish4_PondTime,8.095
Pond3Fish4_PondOutcome,44
Pond3Fish4_TotalOutcome,99
Pond3Fish4_TimeLeft,1063.017
Pond3_Type,N
Pond3Fish5_FishType,green
Pond3Fish5_FishLatency,4
Pond3Fish5_CatchTime,1.516
Pond3Fish5_GiveUpTime,-1
Pond3Fish5_PondTime,8.384
Pond3Fish5_PondOutcome,55
Pond3Fish5_TotalOutcome,110
Pond3Fish5_TimeLeft,1054.632
Pond3_Type,N
Pond3Fish6_FishType,green
Pond3Fish6_FishLatency,4.285714285714286
Pond3Fish6_CatchTime,-1
Pond3Fish6_GiveUpTime,0.792
Pond3Fish6_PondTime,6.804
Pond3Fish6_PondOutcome,55
Pond3Fish6_TotalOutcome,110
Pond3Fish6_TimeLeft,1047.828
Pond4IntroTime,19.87631030846387
Pond4_Type,N
Pond4Fish1_FishType,green
Pond4Fish1_FishLatency,3.1578947368421053
Pond4Fish1_CatchTime,-1
Pond4Fish1_GiveUpTime,-1
Pond4Fish1_PondTime,38.494
Pond4Fish1_PondOutcome,11
Pond4Fish1_TotalOutcome,121
Pond4Fish1_TimeLeft,1009.333
Pond4_Type,N
Pond4Fish2_FishType,green
Pond4Fish2_FishLatency,3.3333333333333335
Pond4Fish2_CatchTime,-1
Pond4Fish2_GiveUpTime,-1
Pond4Fish2_PondTime,13.999
Pond4Fish2_PondOutcome,11
Pond4Fish2_TotalOutcome,121
Pond4Fish2_TimeLeft,995.333
Pond4_Type,N
Pond4Fish3_FishType,green
Pond4Fish3_FishLatency,3.5294117647058822
Pond4Fish3_CatchTime,-1
Pond4Fish3_GiveUpTime,-1
Pond4Fish3_PondTime,13
Pond4Fish3_PondOutcome,11
Pond4Fish3_TotalOutcome,121
Pond4Fish3_TimeLeft,982.333
Pond4_Type,N
Pond4Fish4_FishType,green
Pond4Fish4_FishLatency,3.75
Pond4Fish4_CatchTime,-1
Pond4Fish4_GiveUpTime,-1
Pond4Fish4_PondTime,13
Pond4Fish4_PondOutcome,11
Pond4Fish4_TotalOutcome,121
Pond4Fish4_TimeLeft,969.333
Pond4_Type,N
Pond4Fish5_FishType,green
Pond4Fish5_FishLatency,4
Pond4Fish5_CatchTime,-1
Pond4Fish5_GiveUpTime,-1
Pond4Fish5_PondTime,13.999
Pond4Fish5_PondOutcome,11
Pond4Fish5_TotalOutcome,121
Pond4Fish5_TimeLeft,955.333
Pond4_Type,N
Pond4Fish6_FishType,green
Pond4Fish6_FishLatency,4.285714285714286
Pond4Fish6_CatchTime,-1
Pond4Fish6_GiveUpTime,-1
Pond4Fish6_PondTime,13.998
Pond4Fish6_PondOutcome,11
Pond4Fish6_TotalOutcome,121
Pond4Fish6_TimeLeft,941.334
